id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,HubName,HubDist
"3278602760",2/3/2015,369900,"2",2.5,"1770","1853",3,false,NONE,Average,8 Good,"1770","0.0","2007",0,"98126",47.5472,-122.371,"1770","1924","6214",1.14887593133699
"2721049059",5/28/2014,225000,"3",2,"2030","24829",1,false,NONE,Good,7 Average,"1220","810.0","1979",,"98001",47.2718,-122.291,"1980","15204","6435",0.432016357344165
"2172000750",5/27/2014,160000,"2",1,"1180","9350",1,false,NONE,Average,6 Low Average,"1180","0.0","1918",0,"98178",47.4889,-122.259,"1780","9306","6459",1.2257272648882
"1022069058",10/9/2014,449500,"4",2,"2430","199940",1,false,NONE,Average,8 Good,"1310","1120.0","1961",0,"98038",47.4116,-122.029,"2220","150282","6574",2.99484195227865
"249000115",8/28/2014,650000,"3",1,"1300","8266",1,false,NONE,Good,7 Average,"1300","0.0","1953",0,"98004",47.6337,-122.199,"1300","8707","6126",0.685794102640489
"7214710300",7/16/2014,542126,"4",2.5,"2360","43088",2,false,NONE,Average,8 Good,"2360","0.0","1977",0,"98077",47.7661,-122.071,"2850","39216","6595",0.901295010107439
"192450300",9/19/2014,309950,"3",1.5,"1200","15606",1,false,NONE,Average,7 Average,"1200","0.0","1985",,"98045",47.4752,-121.755,"1210","15606","6626",1.89509023491852
"3356403820",12/5/2014,115000,"2",1,"1000","16524",1,false,NONE,Average,5 Fair,"1000","0.0","1913",0,"98001",47.2841,-122.255,"1350","10208","6435",1.62399111460438
"8075400100",12/31/2014,221700,"2",1.5,"1556","20000",1,false,NONE,Good,7 Average,"1556","0.0","1957",,"98032",47.3891,-122.282,"2250","17286","7040",1.18895390949213
"1982200245",1/27/2015,726000,"3",2.5,"1890","3880",1.5,false,NONE,Good,8 Good,"1460","430.0","1915",0,"98107",47.6642,-122.362,"1010","3880","5676",1.21492781424168
"7905200037",11/19/2014,515000,"3",1.75,"1810","5733",1,false,NONE,Good,7 Average,"1010","800.0","1926",0,"98116",47.5709,-122.388,"1260","4680","6772",0.17787702835703
"2597531030",8/26/2014,756000,"4",2.5,"2730","10753",2,false,NONE,Average,9 Better,"2730","0.0","1991",0,"98006",47.5414,-122.133,"3090","10740","6628",2.52230842091623
"5318100645",5/27/2014,1570000,"4",3.75,"3070","5850",2,false,NONE,Very Good,9 Better,"2400","670.0","1927",0,"98112",47.633,-122.283,"2940","5573","7227",1.27537507653946
"7504400850",5/21/2014,442000,"4",2.25,"2080","12007",1,false,NONE,Good,8 Good,"1220","860.0","1979",,"98074",47.6259,-122.051,"2110","12459","5338",1.26293449102233
"1761300110",7/2/2014,260000,"4",2,"1620","7992",2,false,NONE,Good,7 Average,"1620","0.0","1975",0,"98031",47.395,-122.176,"1710","7500","6854",0.300168684468752
"9390700100",9/10/2014,390000,"2",1.75,"1150","2723",1,false,NONE,Good,7 Average,"770","380.0","1923",,"98102",47.6357,-122.322,"1440","4000","7227",1.20610090045112
"7518503200",7/1/2014,459500,"2",1,"1250","3825",1,false,NONE,Average,7 Average,"850","400.0","1929",0,"98117",47.6805,-122.38,"1370","4998","5141",1.1474013061299
"3971700940",9/30/2014,330000,"3",1.5,"1430","8000",1,false,NONE,Very Good,7 Average,"1430","0.0","1948",0,"98155",47.772,-122.322,"1410","9820","5822",2.0004025429708
"1446403835",11/3/2014,189000,"2",1,"790","7128",1,false,NONE,Average,6 Low Average,"790","0.0","1944",0,"98168",47.4873,-122.324,"1110","7150","7314",1.69748894159671
"9183702251",12/11/2014,280000,"3",1,"1200","9322",1.5,false,NONE,Good,7 Average,"1200","0.0","1954",,"98030",47.3749,-122.225,"1540","9677","6866",0.773788310243946
"5589900590",5/5/2014,400000,"2",1.75,"2110","9519",1,false,NONE,Fair,7 Average,"2110","0.0","1948",,"98155",47.7504,-122.306,"1480","9519","5822",0.332578068203498
"7227501745",3/25/2015,368000,"4",2,"3160","11193",1,false,NONE,Very Good,6 Low Average,"2410","750.0","1942",0,"98056",47.4937,-122.184,"1020","5940","6827",0.828079606970627
"2473350930",6/9/2014,390000,"4",1.75,"2700","7875",1.5,false,NONE,Good,8 Good,"2700","0.0","1968",0,"98058",47.454,-122.144,"2220","7875","6813",1.78832017951828
"6450303820",9/30/2014,245000,"2",1,"820","7475",1,false,NONE,Average,6 Low Average,"820","0.0","1945",0,"98133",47.7321,-122.341,"1030","5720","7228",2.56092906010122
"5469000100",8/6/2014,375000,"4",2.5,"1800","8432",1,false,NONE,Good,7 Average,"1200","600.0","1960",0,"98133",47.7463,-122.336,"1780","8432","5822",1.53392559586563
"8679600100",1/30/2015,465000,"5",1.5,"1750","12491",1,,NONE,Average,6 Low Average,"1390","360.0","1961",,"98033",47.6995,-122.174,"1560","12473","5850",1.38316286233701
"638100015",3/12/2015,445000,"3",2,"1540","67953",1,,NONE,Average,7 Average,"1540","0.0","1997",0,"98059",47.5018,-122.126,"1250","9100","6813",2.19109104236146
"3241600015",3/5/2015,250000,"3",1,"1130","7800",1,,NONE,Average,7 Average,"1130","0.0","1952",,"98118",47.5239,-122.288,"1170","7800","5893",1.58239810663196
"6411600026",10/3/2014,475500,"3",1,"1500","9416",1,false,NONE,Good,8 Good,"1500","0.0","1952",0,"98133",47.7135,-122.332,"1440","7200","7228",1.34314709360406
"3179101050",8/4/2014,672324,"2",1.75,"1600","5795",1.5,,NONE,Average,8 Good,"1600","0.0","1940",,"98105",47.6709,-122.276,"2310","6301","6260",1.18395192090779
"5363200266",6/23/2014,420000,"3",2,"1200","5029",1,false,NONE,Average,6 Low Average,"880","320.0","1937",0,"98115",47.6936,-122.294,"1510","5854","6260",0.777712923690495
"7518502490",12/29/2014,515000,"3",2,"1690","5100",1.5,false,NONE,Very Good,7 Average,"1690","0.0","1907",0,"98117",47.6801,-122.38,"1690","5100","5141",1.17493675980019
"7732400490",11/5/2014,732350,"4",2.5,"2270","7665",2,false,NONE,Average,9 Better,"2270","0.0","1986",0,"98052",47.6612,-122.148,"2450","8706","6389",0.847626853497901
"5416510110",6/5/2014,297500,"4",2.5,"1910","5000",2,false,NONE,Average,7 Average,"1910","0.0","2005",0,"98038",47.3608,-122.036,"2020","5000","6574",1.87443713251876
"8604900017",10/8/2014,475000,"3",1.5,"1640","2720",1.5,false,NONE,Average,8 Good,"1640","0.0","1929",0,"98115",47.6869,-122.317,"1490","4375","6260",1.07909560250728
"808300490",5/5/2015,414000,"4",2.5,"2120","6497",2,false,NONE,Average,7 Average,"2120","0.0","2003",0,"98019",47.7241,-121.957,"2230","6300","7522",4.30227659796846
"6855700115",6/26/2014,357250,"3",1.5,"1400","8840",1,false,NONE,Good,6 Low Average,"1400","0.0","1952",0,"98125",47.7273,-122.309,"1260","8840","5822",1.32144523759054
"9325800110",10/30/2014,289950,"2",1,"760","6000",1,false,NONE,Good,6 Low Average,"760","0.0","1950",0,"98133",47.7168,-122.34,"950","6000","7228",1.50461672835405
"8121100015",5/5/2015,550000,"3",1,"1070","3713",1,false,NONE,Good,6 Low Average,"1070","0.0","1917",,"98118",47.5683,-122.285,"1290","3960","5893",1.51066811437814
"8568700015",4/23/2015,446000,"3",1.75,"1460","9998",1,false,NONE,Average,7 Average,"960","500.0","1958",,"98028",47.7434,-122.242,"1460","9998","5516",1.6801358922012
"6399600115",10/15/2014,279000,"3",1.5,"1280","16738",1.5,false,NONE,Good,5 Fair,"1280","0.0","1932",0,"98038",47.3895,-122.023,"1590","16317","6574",1.56704461058366
"5651010300",8/21/2014,370000,"3",2.25,"1650","4859",2,,NONE,Average,7 Average,"1650","0.0","1988",0,"98011",47.7729,-122.172,"1890","5018","6977",2.11743985973715
"3423049311",10/17/2014,216000,"3",2,"1260","4125",1,false,NONE,Average,6 Low Average,"1260","0.0","1998",0,"98188",47.4401,-122.279,"1300","9091","6124",0.340788529321251
"7000100711",6/21/2014,1100000,"3",2.5,"2200","20000",1,false,FAIR,Average,7 Average,"1400","800.0","1952",0,"98004",47.5809,-122.191,"3050","11775","7592",2.15889615789815
"5482700115",10/20/2014,1280000,"4",2.5,"3560","15450",1,false,FAIR,Very Good,8 Good,"2060","1500.0","1977",0,"98040",47.5657,-122.23,"3680","17314","5774",1.96423051917929
"9349900110",2/17/2015,355000,"2",1.5,"1140","2500",1,false,FAIR,Average,7 Average,"630","510.0","1988",,"98106",47.5707,-122.359,"1500","5000","6772",1.46461275834438
"9328510100",9/11/2014,699000,"4",2.5,"2550","7312",2,false,NONE,Average,9 Better,"2550","0.0","1988",0,"98008",47.6441,-122.113,"2330","7480","5720",1.78350208072991
"6300500475",9/2/2014,412000,"3",2.5,"1553","1991",3,false,NONE,Average,8 Good,"1553","0.0","2014",0,"98133",47.7049,-122.34,"1509","2431","7228",0.683349900426208
"7849200315",2/5/2015,276000,"2",1,"1140","7200",1,false,NONE,Average,6 Low Average,"1140","0.0","1923",1951,"98065",47.5265,-121.823,"1110","7200","7487",0.702305787000471
"7813200115",9/4/2014,100000,"2",1,"790","6426",1,false,NONE,Average,6 Low Average,"790","0.0","1944",0,"98178",47.4933,-122.245,"1380","6946","6219",0.622001567160809
"2851200100",7/1/2014,955500,"4",1.75,"2130","5080",1.5,false,NONE,Average,8 Good,"2130","0.0","1914",,"98119",47.6427,-122.363,"1900","5080","6819",0.461097998840586
"2823059055",3/29/2015,199000,"3",1,"1390","21262",1,false,NONE,Average,7 Average,"1390","0.0","1958",0,"98058",47.4454,-122.185,"1560","10800","6937",1.07181548798238
"7853301560",6/25/2014,762000,"4",3.5,"4000","15253",2,false,NONE,Average,9 Better,"4000","0.0","2007",0,"98065",47.5433,-121.887,"3550","8747","6116",2.00176836380368
"9477001280",5/6/2014,425000,"4",2,"1520","7983",1,false,NONE,Very Good,7 Average,"1520","0.0","1967",0,"98034",47.7357,-122.193,"1520","7783","6977",0.785641830214548
"7905200147",11/4/2014,546000,"2",1,"1657","5031",2,false,NONE,Average,7 Average,"1657","0.0","1910",0,"98116",47.5699,-122.389,"2050","6201","6772",0.222686369373996
"6190701110",4/20/2015,419600,"3",1.75,"1680","8460",1,false,NONE,Average,7 Average,"1180","500.0","1976",0,"98133",47.7554,-122.353,"1890","9529","5894",1.09234319947072
"871001500",6/23/2014,735000,"4",2.25,"2270","5102",1,false,NONE,Very Good,8 Good,"1340","930.0","1954",0,"98199",47.6528,-122.408,"1800","5102","6819",2.54873960545964
"2559950110",4/22/2015,1230000,"2",2.5,"2470","609",3,false,NONE,Average,11 Excellent,"1910","560.0","2011",0,"98112",47.6182,-122.312,"2440","1229","7227",0.424430483317363
"3693900245",7/7/2014,445000,"2",2,"1240","2500",2,false,NONE,Average,7 Average,"1240","0.0","1985",0,"98117",47.6793,-122.395,"1660","5000","5141",1.46292361693823
"1023089140",1/6/2015,665000,"3",2,"1740","41275",1,false,NONE,Average,8 Good,"1740","0.0","1974",1989,"98045",47.4914,-121.763,"2630","41275","6626",2.58248220789498
"3026059085",3/17/2015,1290000,"5",3.5,"4090","290980",1,false,NONE,Average,11 Excellent,"2920","1170.0","2002",,"98034",47.7161,-122.219,"1880","9255","5516",0.689605621307893
"3575302345",12/8/2014,508500,"4",2.75,"2520","12500",2,false,NONE,Average,8 Good,"1720","800.0","1979",,"98074",47.6225,-122.064,"2520","13000","5338",1.65718837740678
"1568100076",12/10/2014,345950,"5",1,"1340","11198",1.5,false,NONE,Average,8 Good,"1340","0.0","1934",0,"98155",47.736,-122.295,"1390","8020","5822",0.787286537767619
"6600400090",1/13/2015,207500,"3",1,"1640","9750",1,,NONE,Average,7 Average,"1640","0.0","1968",0,"98042",47.3256,-122.141,"1200","9750","6327",2.08997361862006
"5451200110",12/4/2014,1080000,"4",2.5,"3000","10920",1,,NONE,Good,8 Good,"1550","1450.0","1969",0,"98040",47.5347,-122.227,"2380","10920","5774",0.188532204970927
"3204300090",11/10/2014,640000,"3",1,"1210","3720",2,false,NONE,Good,8 Good,"1210","0.0","1930",0,"98112",47.6317,-122.301,"1560","6000","7227",0.6755731523876
"3023039066",3/23/2015,329500,"3",1,"1810","13068",1,false,NONE,Good,7 Average,"1360","450.0","1941",0,"98070",47.4482,-122.462,"1400","13068","6831",1.42128376916505
"3824100246",10/21/2014,460000,"4",2.75,"2200","9676",1,false,NONE,Average,8 Good,"1500","700.0","1979",,"98028",47.7713,-122.259,"2120","9585","5827",0.397150714655393
"7768700315",6/30/2014,1230000,"3",1.75,"2200","14630",1.5,false,FAIR,Average,8 Good,"2200","0.0","1948",2003,"98004",47.6074,-122.213,"2850","15803","6126",1.4194634887049
"4154305290",11/20/2014,805000,"5",3,"2350","6480",2,false,GOOD,Good,7 Average,"1650","700.0","1924",1962,"98118",47.558,-122.266,"1840","7200","5893",1.10732008294318
"621069113",12/18/2014,200000,"3",1.5,"1090","10454",1,false,NONE,Average,6 Low Average,"1090","0.0","1963",0,"98042",47.3425,-122.082,"1230","12196","6063",1.15666799011329
"1523059201",2/17/2015,749700,"3",1.75,"2280","77972",1,false,NONE,Average,8 Good,"1460","820.0","1977",0,"98059",47.4804,-122.151,"2460","14430","6813",1.80171602715349
"7518504291",12/15/2014,535000,"2",1,"1520","3360",1,false,NONE,Good,7 Average,"830","690.0","1927",0,"98117",47.6815,-122.382,"1470","3774","5141",1.09105048754293
"4058801240",10/28/2014,330000,"3",2.25,"1620","7150",1,false,AVERAGE,Good,7 Average,"1280","340.0","1950",0,"98178",47.5048,-122.241,"1620","6930","6219",0.953140803570255
"2313900165",7/30/2014,479200,"3",2,"1510","3750",1.5,false,NONE,Good,7 Average,"1510","0.0","1928",0,"98116",47.5737,-122.383,"1500","5000","6772",0.336866018564264
"2122059206",5/13/2014,373000,"5",2.5,"3001","5710",2,false,NONE,Average,8 Good,"3001","0.0","2006",0,"98042",47.3727,-122.177,"2340","5980","6854",1.32516802648015
"9282801720",3/19/2015,355000,"4",1.5,"2020","6000",1,false,NONE,Good,7 Average,"1010","1010.0","1953",0,"98178",47.5019,-122.235,"1710","6000","6219",0.666564451579806
"9542840590",6/2/2014,275000,"3",2,"1380","4500",1,false,NONE,Average,7 Average,"1380","0.0","2008",,"98038",47.3661,-122.021,"1620","4000","6574",1.08107005861309
"2493200015",6/20/2014,380000,"3",1.5,"1520","4288",1,false,NONE,Average,7 Average,"1020","500.0","1949",0,"98136",47.5284,-122.387,"1660","4288","6214",1.02855154240824
"9550202870",2/9/2015,417000,"2",1.75,"1090","4590",1,false,NONE,Good,7 Average,"790","300.0","1915",0,"98105",47.6677,-122.324,"1390","4080","5676",0.962852044159283
"98000750",10/21/2014,1170000,"5",3.75,"4220","15959",2,false,NONE,Average,11 Excellent,"4220","0.0","2004",,"98075",47.5869,-121.967,"4630","16531","5952",1.87575468369287
"7504010900",9/26/2014,598500,"3",2.25,"2520","12000",1,,NONE,Average,10 Very Good,"2520","0.0","1978",0,"98074",47.6381,-122.062,"2510","12000","5531",2.0384390768278
"1370803820",6/2/2014,629000,"3",2,"1760","5000",1,,NONE,Very Good,7 Average,"960","800.0","1920",0,"98199",47.6408,-122.403,"1380","5000","6819",2.0773890991687
"1446401220",10/9/2014,226950,"2",1,"930","6600",1,false,NONE,Average,6 Low Average,"930","0.0","1957",0,"98168",47.4868,-122.33,"1250","6600","6047",1.30985040335418
"868000615",12/31/2014,1230000,"4",2.5,"2600","11542",1.5,false,NONE,Good,9 Better,"2200","400.0","1939",0,"98177",47.7076,-122.377,"2840","10960","5141",0.730256319013083
"6625910100",2/3/2015,415000,"3",2.25,"2180","11100",1,,NONE,Very Good,8 Good,"1700","480.0","1979",0,"98056",47.5162,-122.176,"2350","11397","6827",0.810451214739067
"3629870110",4/22/2015,595000,"3",2.5,"1910","3075",2,false,NONE,Average,8 Good,"1910","0.0","2001",0,"98029",47.5491,-122.005,"1940","3485","7038",0.767293758622113
"8651400750",10/28/2014,209950,"3",1.75,"1100","5525",1,false,NONE,Very Good,6 Low Average,"1100","0.0","1968",0,"98042",47.3625,-122.084,"1050","5200","6063",0.315059933371816
"925069111",5/7/2015,568000,"3",1.75,"1760","235224",1,false,NONE,Average,7 Average,"1760","0.0","1973",0,"98053",47.6735,-122.041,"2320","87120","7522",1.06445166178239
"3352402250",10/21/2014,119900,"2",1,"700","3180",1,false,NONE,Average,6 Low Average,"480","220.0","1951",0,"98178",47.4976,-122.262,"1760","6360","6459",1.68421943426046
"4168000110",8/26/2014,207000,"3",1,"1080","10200",1,false,NONE,Good,7 Average,"1080","0.0","1962",,"98023",47.3215,-122.351,"1230","10400","6692",0.167556069603106
"5647900930",12/15/2014,195000,"3",1,"1070","22489",1,false,NONE,Average,7 Average,"1070","0.0","1967",0,"98001",47.3278,-122.262,"1880","20250","5842",0.761735413299725
"2523039278",6/24/2014,324950,"3",1.5,"1460","8710",1,false,NONE,Average,7 Average,"1460","0.0","1955",0,"98166",47.4561,-122.357,"1400","8645","6572",0.681596834458456
"6149700405",12/22/2014,210000,"1",1,"1050","7583",1,false,NONE,Good,6 Low Average,"1050","0.0","1947",0,"98133",47.7294,-122.341,"1420","7560","7228",2.37439360005431
"203100690",4/25/2015,1080000,"4",2.75,"3160","42733",2,false,NONE,Average,9 Better,"3160","0.0","1995",0,"98053",47.6367,-121.958,"1890","24000","6601",2.07342870385192
"4410600100",12/4/2014,325088,"4",1,"1400","6739",1,false,NONE,Average,7 Average,"1000","400.0","1954",0,"98108",47.5402,-122.298,"1500","6380","5893",0.845987473921438
"3223059303",1/16/2015,790000,"4",3,"3120","157875",2,false,NONE,Good,8 Good,"3120","0.0","1977",0,"98058",47.444,-122.187,"1580","7050","6937",1.10489293707605
"522069097",11/25/2014,150000,"2",1,"720","212137",1,false,NONE,Average,5 Fair,"720",?,"1982",0,"98058",47.422,-122.066,"2010","109642","6064",2.8140580402163
"2023069059",10/30/2014,790000,"3",3,"2840","206910",2,false,NONE,Average,10 Very Good,"2840","0.0","1999",0,"98059",47.469,-122.063,"2070","25067","6813",2.44646832336692
"7987400356",5/12/2014,255000,"2",1,"1220","2500",1,false,NONE,Average,6 Low Average,"770","450.0","1910",,"98126",47.5727,-122.372,"1540","3000","6772",0.848248552437514
"461005360",11/7/2014,697000,"4",3,"2820","2850",1.5,false,NONE,Very Good,7 Average,"1860","960.0","1928",0,"98117",47.6813,-122.367,"1570","4500","5141",1.20072677888245
"461004195",11/4/2014,457500,"2",1,"840","5000",1,false,NONE,Good,7 Average,"840","0.0","1908",0,"98117",47.6803,-122.371,"1240","5000","5141",1.20084706029447
"9547204350",5/19/2014,690000,"3",2,"1610","5100",1.5,false,NONE,Very Good,8 Good,"1610","0.0","1940",0,"98115",47.6825,-122.307,"1740","5100","6260",0.566058086847271
"2331300025",3/11/2015,967000,"4",3.25,"1860","4356",2,false,NONE,Average,9 Better,"1860","0.0","1917",2005,"98103",47.6785,-122.351,"1860","4356","7228",1.23375138950471
"2288000090",4/29/2015,980000,"4",1.75,"2260","17711",1,false,FAIR,Good,9 Better,"2260","0.0","1968",0,"98040",47.5498,-122.214,"2880","16594","5774",1.09157997038802
"5525400300",5/21/2014,619420,"4",2.75,"2450","14803",2,false,NONE,Good,9 Better,"2450","0.0","1988",0,"98059",47.5261,-122.162,"2330","14803","7224",1.46749764839308
"9523103001",10/13/2014,389000,"2",1,"850","3276",1,false,NONE,Average,6 Low Average,"850","0.0","1910",0,"98103",47.6742,-122.35,"1460","4100","5676",1.2866716421941
"5249802460",12/10/2014,500000,"3",1,"1800","7200",1,false,NONE,Average,7 Average,"1020","780.0","1964",,"98118",47.5616,-122.275,"1740","5475","5893",1.10049077469177
"7000100850",9/26/2014,569000,"4",1.75,"1230","7890",1,false,FAIR,Good,7 Average,"1090","140.0","1950",0,"98004",47.5808,-122.189,"2380","13176","7592",2.13916897974792
"9477000300",7/28/2014,425000,"4",2.25,"2060","8540",1,,NONE,Good,7 Average,"1540","520.0","1967",0,"98034",47.734,-122.19,"1560","7700","6977",0.768705558133811
"8121100265",5/21/2014,635000,"4",2.25,"2750","6180",1,false,NONE,Good,8 Good,"1500","1250.0","1948",0,"98118",47.5691,-122.284,"1740","6180","5893",1.56296680497036
"2817100900",5/19/2014,256500,"2",1,"1120","9912",1,false,NONE,Good,6 Low Average,"1120","0.0","1980",0,"98070",47.3735,-122.43,"1540","9750","6831",3.95414615645888
"3578700017",1/23/2015,695000,"4",2.5,"3010","11393",2,false,NONE,Average,8 Good,"3010","0.0","2005",0,"98028",47.7389,-122.221,"2810","11282","5516",1.42033934172366
"7550800195",7/30/2014,535000,"4",1.5,"1580","5000",1.5,,NONE,Average,7 Average,"1390","190.0","1945",,"98107",47.6735,-122.393,"1580","5000","5141",1.7728927460566
"3449900090",4/10/2015,454200,"4",2.5,"2630","5379",2,,NONE,Average,8 Good,"2630","0.0","2004",0,"98059",47.4977,-122.163,"2630","5379","6827",1.11408207284501
"9232900165",1/23/2015,418500,"2",1,"790","5800",1,false,NONE,Average,6 Low Average,"790","0.0","1943",,"98117",47.6973,-122.36,"1460","5800","5141",0.834713637096603
"1137300900",6/5/2014,749950,"4",2.75,"3110","35235",2,false,NONE,Good,9 Better,"3110","0.0","1983",0,"98072",47.7355,-122.095,"2790","35445","6704",2.44194812782625
"2617370090",10/19/2014,338500,"3",1.75,"2130","5489",1,false,NONE,Average,8 Good,"1370","760.0","1999",0,"98070",47.4489,-122.456,"1750","7200","6831",1.42753871340895
"5452301800",7/22/2014,1250000,"4",3.75,"4520","9240",1.5,,AVERAGE,Average,10 Very Good,"3270","1250.0","1992",0,"98040",47.5897,-122.229,"3380","9240","6126",2.77088985001994
"6648760100",7/11/2014,299950,"3",2.5,"1600","9830",2,false,NONE,Good,8 Good,"1600","0.0","1993",0,"98001",47.339,-122.266,"1890","8910","5842",1.01399598226779
"798000337",7/31/2014,325000,"4",1.75,"1950","12500",1,false,NONE,Average,7 Average,"1330","620.0","1963",0,"98168",47.4999,-122.327,"1760","11520","7314",0.902282830452184
"1737300110",8/26/2014,434000,"4",3,"2010","8171",2,false,NONE,Average,8 Good,"2010","0.0","1973",0,"98011",47.7688,-122.218,"2090","8203","5827",1.76972235164849
"2817800100",7/1/2014,328950,"4",1.75,"2550","8976",1,false,NONE,Very Good,7 Average,"1300","1250.0","1978",0,"98058",47.4286,-122.179,"2220","9477","6845",0.356914668851557
"5700003640",5/19/2014,2100000,"5",3.75,"5340","10655",2.5,false,GOOD,Good,10 Very Good,"3740","1600.0","1912",0,"98144",47.5795,-122.285,"3910","9418","5103",1.56067672277397
"824069156",4/29/2015,570000,"4",2,"2000","46902",2,false,NONE,Average,8 Good,"2000","0.0","1978",0,"98075",47.5851,-122.072,"2420","38130","6275",1.78302620768185
"1997200165",9/16/2014,802000,"3",2.25,"2170","5001",2,false,NONE,Average,8 Good,"2170","0.0","2014",0,"98103",47.6937,-122.338,"1700","6991","7228",0.167415445833314
"4083301645",10/24/2014,525000,"3",1,"1550","6840",1.5,false,NONE,Average,7 Average,"1550","0.0","1918",0,"98103",47.6572,-122.335,"2370","4560","5676",0.139530302724425
"3880900245",2/2/2015,700000,"6",3,"2790","4550",2.5,,NONE,Good,8 Good,"2790","0.0","1907",,"98119",47.627,-122.361,"2590","4550","6819",0.671184895649576
"1322059002",3/19/2015,350000,"3",1.75,"1980","273556",1,false,NONE,Average,6 Low Average,"1040","940.0","1956",1999,"98042",47.4012,-122.11,"2180","217799","6064",0.984186399428995
"2426039313",2/18/2015,277500,"2",1.5,"1190","1236",3,false,NONE,Average,7 Average,"1190","0.0","2005",0,"98133",47.7274,-122.357,"1390","1756","7228",2.35740713856396
"6448000090",5/12/2014,1580000,"5",2.75,"3650","20150",1,false,NONE,Good,10 Very Good,"2360","1290.0","1975",0,"98004",47.6215,-122.224,"3220","19800","6126",0.754210628792279
"8005100025",9/19/2014,195000,"3",1,"1510","4350",1.5,false,NONE,Very Good,6 Low Average,"1510","0.0","1913",0,"98022",47.2052,-121.987,"1210","5500","5273",1.23643623436244
"2891000750",8/21/2014,222000,"3",2,"1200","6074",1,false,NONE,Average,7 Average,"1200","0.0","1968",0,"98002",47.325,-122.205,"1430","6338","6045",0.539584589619738
"5456000110",4/16/2015,865000,"5",3,"2830","8854",1,false,NONE,Good,8 Good,"1500","1330.0","1979",0,"98040",47.5743,-122.209,"2260","8604","7592",2.05199678947896
"5393601050",5/9/2014,445000,"4",2,"1650","6000",1,false,NONE,Very Good,7 Average,"1000","650.0","1959",,"98144",47.5834,-122.307,"1540","6000","5103",1.0299856910081
"2979801095",12/9/2014,495800,"4",1.5,"1710","4600",1.5,false,NONE,Average,7 Average,"1710","0.0","1924",0,"98115",47.6847,-122.318,"1740","4455","6260",1.09120362531464
"6840701095",4/3/2015,548500,"3",1,"1740","4400",1.5,false,NONE,Average,7 Average,"1740","0.0","1924",,"98122",47.6059,-122.3,"1720","4400","5103",0.564316275168543
"2221000100",5/7/2014,310000,"3",1.75,"1840","10723",1,false,NONE,Good,7 Average,"1220","620.0","1974",0,"98058",47.429,-122.154,"1590","9820","6845",0.872885840612712
"5070000100",7/11/2014,205000,"3",1.5,"1820","8585",1,false,NONE,Good,7 Average,"1820","0.0","1962",0,"98055",47.4479,-122.213,"1740","10088","6937",0.988989231175657
"3793501450",9/10/2014,470000,"5",3.75,"3860","6901",2,false,NONE,Average,7 Average,"3860","0.0","2003",,"98038",47.3694,-122.032,"3000","8584","6574",1.50950443825301
"321079066",4/23/2015,430000,"3",1.5,"1810","349351",1.5,false,NONE,Average,7 Average,"1810","0.0","2002",0,"98010",47.3392,-121.897,"2480","339332","6574",5.37689079057296
"2026049125",5/1/2015,310000,"2",2,"1030","2271",3,false,NONE,Average,7 Average,"1030","0.0","1999",0,"98125",47.7263,-122.314,"1439","1387","5822",1.45339931982842
"1844500025",3/25/2015,355000,"4",1,"1410","7693",1.5,false,NONE,Good,7 Average,"1410","0.0","1953",0,"98133",47.7604,-122.331,"1330","8395","5822",1.6372332940123
"3541600405",1/27/2015,621500,"5",2.5,"2140","15950",1,false,AVERAGE,Good,8 Good,"1370","770.0","1968",0,"98166",47.4797,-122.358,"2600","14273","6047",1.6431878816898
"1823049202",6/10/2014,175000,"6",1.5,"1930","8400",1,,NONE,Average,7 Average,"1030","900.0","1971",0,"98146",47.4869,-122.34,"1780","9520","6047",1.0956878333755
"1823049202",1/7/2015,326000,"6",1.5,"1930","8400",1,false,NONE,Average,7 Average,"1030","900.0","1971",0,"98146",47.4869,-122.34,"1780","9520","6047",1.0956878333755
"1563100705",9/12/2014,690000,"4",3.5,"1930","5400",1.5,false,AVERAGE,Average,7 Average,"1930","0.0","1920",0,"98116",47.5679,-122.409,"1500","3340","6772",0.950455834650825
"7968200090",8/19/2014,335000,"4",2.5,"2210","7214",2,false,NONE,Average,8 Good,"2210","0.0","2003",0,"98003",47.3554,-122.298,"2270","7246","6608",0.883432999668233
"5379802816",2/24/2015,197000,"4",1,"1360","11175",1,false,NONE,Average,7 Average,"1360","0.0","1961",0,"98188",47.4551,-122.272,"1340","9702","6459",1.37382854727552
"3340401570",7/3/2014,312500,"3",1.75,"1830","7969",1,false,NONE,Average,7 Average,"930","900.0","1950",2008,"98055",47.4667,-122.214,"1790","7425","6937",0.950937603848506
"7300700056",10/29/2014,436000,"3",2.25,"2120","6710",1,false,NONE,Very Good,7 Average,"1420","700.0","1959",0,"98155",47.7461,-122.324,"1880","6960","5822",0.974649942861064
"1257201130",10/1/2014,1020000,"4",2.5,"2700","4590",2,false,NONE,Average,8 Good,"2700","0.0","2002",0,"98103",47.6734,-122.329,"2080","3570","5676",1.17916749229478
"7526400100",8/26/2014,805000,"4",2.5,"3160","35225",2,false,FAIR,Average,9 Better,"2250","910.0","1992",0,"98006",47.5672,-122.111,"3460","17223","6594",2.30963364085216
